;Id;Immobilisations incorporelles;Immobilisations corporelles;Actifs financiers non courants;Stocks et travaux en-cours;Créances clients et comptes rattachés;Trésorerie et équivalents de trésorerie;Total actif;Capitaux propres;Provisions pour risques et charges non courantes;Dettes financières non courantes;Dettes financières courantes;Fournisseurs et comptes rattaches;Total passif;Chiffre d'affaires;Produits des activités ordinaires;Résultat opérationnel;Coût de l'endettement financier net;Quote part resultats des Sociétés Mises en Equivalence;RN des activités abandonnées;Résultat net;total des passifs courants;Fonds de roulement;EBIT;sales;A;B;C;D;E;scoring;Approval;RAF1;RAF2;RFD;RLG;RLR;RFI;DPC;RCP;TRN
1026;1027;0;0;999201;0;0;9314000;146354;517683;26689;0;1817000;1751000;146354;340,4332123;122,6392089;-633,5344204;231,1918114;90,6879836;570,2175953;-843,999341;3568231,192;7497000;-26471,206;340,4332123;51,22511172;-0,005766835;-0,18087108;3,53719748;0,002326094;62,98983051;1;3,53719748;inf;12,41510311;5,126031921;5,126031921;0,518096959;0;-0,00163034;-2,479192131
1027;1028;0;0;1060055;0;0;14439000;0;653477;28972;0;2158000;1653000;0;452,3423931;118,0666069;-967,8835831;287,3696382;87,15098048;937,1461153;-2023,821087;3811287,37;12281000;-28637,72421;452,3423931;inf;#NOM?;#NOM?;inf;inf;;0;inf;inf;inf;6,690917516;6,690917516;0,61645575;0;-0,003097004;-4,474091126
1028;1029;103100;0;1267100;0;0;158958;12076000;1238726;11449;0;2504600;2746;12076000;-2092,261295;98,26653931;356,329694;144,689328;75,67307652;-43,91977526;916,8980941;2507490,689;-2345642;-13639,52783;-2092,261295;-0,19423998;7,59E-05;-0,001129474;0,102577509;-0,000173258;-0,175335694;0;0,102577509;inf;0,207403114;0,063466422;0,063466422;0,977607134;0;0,000740194;-0,438233072
1029;1030;119400;0;9300;0;0;430892;12975000;1478570;13690;0;2550900;2337;12975000;-2228,261703;110,9114341;286,6855;116,8203833;68,04816225;-45,2231155;717,9267831;2553353,82;-2120008;-16029,17314;-2228,261703;-0,163391753;5,53E-05;-0,001235389;0,113955299;-0,000171735;-0,13186798;0;0,113955299;inf;0,196601156;0,168917637;0,168917637;158,9860215;0;0,000485555;-0,322191411
1030;1031;122100;0;10600;0;237100;271785;13904000;4474000;10346;2858300;2075400;440;13904000;-2424,445568;104,2768161;253,1915319;925;70,34552591;-54,67250129;723,6787894;2076765;-1566515;-12874,72238;-2424,445568;-0,112666499;5,20E-05;-0,000925973;0,321777906;-0,00017437;0,054709733;0;0,321777906;1,565266067;0,354840334;0,245198516;0,245198516;691,7264151;-35695,3776;0,000161752;-0,298492488
1031;1032;121100;18500;10600;8500;573200;469231;10546000;5028000;30127;2593200;2398700;0;10546000;-1590,694367;104,4890586;421,0277092;69,14021482;200;-39,04397765;618,5826339;2398769,14;-1347769;-31822,18343;-1590,694367;-0,127799071;5,87E-05;-0,003017465;0,476768443;-0,000150834;0,122675831;0;0,476768443;1,938917168;0,473345344;0,438125235;0,434581648;718,9811321;-131526,2091;0,000123028;-0,388875856
1032;1033;10970;20600;12600;8500;861700;114593;363119;5324000;45543;2745200;2212000;511400;363119;584,0322906;116,9160193;592,0449277;52,23941728;70,23985078;-74,53266573;775,4702749;2723452,239;-1227207;-45075,88373;584,0322906;-3,379627615;0,002135582;-0,124135294;14,66186016;0,001608377;4,336514681;1;14,66186016;1,939385109;13,65172299;0,445204792;0,441362116;640,4126984;538532,7234;0,000145656;1,327786644
1033;1034;9703;20900;50453;8300;1075900;108191;429273;5235000;41541;2536800;1463000;730800;429273;550,3290518;122,5732871;622,1159871;39,79082952;83,22822113;-126,4151786;745,5437939;2193839,791;-270609;-41113,24424;550,3290518;-0,630389053;0,001736759;-0,095774121;12,19503672;0,001282002;6,248214037;1;12,19503672;2,063623463;9,317613733;0,815031442;0,809358168;154,040394;713579,4461;0,000142415;1,354723672
1034;1035;8548;26100;45930;7900;647287;92700;515870;10735;48057;8063;1959000;1188500;515870;165,5146259;132,9030177;52,47043554;83,05397509;81,53982517;-97,87538717;931,7837824;3147583,054;-1211113;-48024,38839;165,5146259;-2,347709694;0,001806238;-0,093093974;0,020809506;0,000320846;-3,109126466;0;0,020809506;1,331390301;3,813098261;0,381769781;0,377737111;0,409274984;1427425,242;0,086798676;5,629615976
1035;1036;0;24631;58852;10000;760783;104943;566791;-14962;0;7246;3013000;1271700;566791;153,8534742;126,6643168;-194,0386296;87,19341631;923;-25,03059214;983,2187784;4284787,193;-2137274;27,18915742;153,8534742;-3,770832635;0,001734711;4,80E-05;-0,026397737;0,000271447;-4,53797946;0;-0,026397737;-2,064863373;5,328676708;0,290649187;0,287330236;-0,131108543;1804871,787;-0,065714395;6,390617979
1036;1037;106;28267;0;41086;860623;92053;53761;-26829;115600;137239;14754;63662;53761;320,4895287;141,3267181;833,2548184;50,33429981;530;-268,8477629;554,102236;78466,3343;979008;-115420,8372;320,4895287;18,21037555;0,01030677;-2,146925042;-0,499042057;0,005961376;14,48856364;1;-0,499042057;-0,195491078;2,827198155;67,35542904;64,57069269;inf;980148,7001;-0,020653108;1,728924618
1037;1038;175;31471;7512;26663;0;95297;70043;0;125600;0;109902;79045;70043;353,2013753;140,7257444;914,9611321;92,17267977;552;-238,3789139;732,0676604;189039,1727;12058;-125387,5244;353,2013753;0,172151393;0,010451689;-1,790150684;0;0,005042636;-5,681240585;0;0;;1,569064717;1,109715929;0,867108879;0;0;inf;2,072663675
1038;1039;238;0;11816;3400;4559;161383;61953;148867;140400;574762;71155;197680;61953;292,2705469;140,2456025;794,8806746;87,19453986;800;-224,4926913;748,6388753;268922,1945;98187;-140247,9751;292,2705469;1,584862719;0,012083981;-2,263780205;2,4029022;0,004717617;-4,105262904;0;2,4029022;0,259006337;10,42591965;2,379903029;2,33212002;61,24145227;5693,474822;0,005028911;2,561458495
1039;1040;186;1254;3490;2500;3481;126000;0;146291;0;549314;104490;0;0;327,2648535;139,5444876;780,4282409;85,99932309;108,7244672;-217,4930414;745,8058606;104575,9993;27491;187,7203659;327,2648535;inf;inf;inf;inf;inf;inf;1;inf;0,266315805;inf;1,263096947;1,239171213;199,3137536;3882,37535;0,005098098;2,278906069
1040;1041;64600;4596;1815;2608000;5158;194600;14276000;139902;1140000;533495;37559;11359;14276000;-2936,045295;126,7381358;557,3058094;75,64609322;83,41094172;-409,2114095;567,0486684;48993,64609;2770199;-1143062,783;-2936,045295;0,194045881;3,97E-05;-0,080068842;0,009799804;-0,000205663;-0,025642292;0;0,009799804;0,262236759;0,040000981;74,75593067;5,318512207;371,0176309;-641,2264834;0,004053185;-0,193133488
1041;1042;67132;3918;878137;2331000;3873;158900;16067000;0;998000;267993;46954;22858;16067000;-3313,747158;116,0877723;522,9967087;100,3605095;90,84456691;-375,8733392;677,4778961;69912,36051;2446819;-1001429,835;-3313,747158;0,152288479;4,22E-05;-0,062328365;0;-0,000206246;-0,023084641;0;0;0;0,019602104;53,11098096;3,466648209;0,305183588;-426,6001395;inf;-0,204444655
1042;1043;77578;3076;899664;2020000;226700;155500;16793000;5826000;879000;6500;46886;10523;16793000;-2696,109143;107,1676704;1422,974704;103,2468928;90,16118834;-380,3112506;596,7679926;57512,24689;2355314;-881803,2768;-2696,109143;0,140255702;3,55E-05;-0,05251017;0,346930269;-0,00016055;0,203070646;0;0,346930269;896,3076923;0,003179063;51,23491021;8,151687071;6,482975867;-30690,70857;0,000102432;-0,221344152
1043;1044;76655;11662;832442;1216000;247264;195000;18570000;6443000;651000;37482;64658;11956;18570000;-2961,361689;105,7429394;1466,023023;104,5141723;96,46191097;-330,5254979;578,5399099;76718,51417;1593606;-654067,1046;-2961,361689;0,085816155;3,12E-05;-0,035221707;0,346957458;-0,00015947;0,194806373;0;0,346957458;171,8958433;0,005500269;25,64669492;6,840050728;7,784905135;-30476,30431;8,98E-05;-0,1953628
1044;1045;0;12109;636102;1145000;265878;1563000;706312;6978000;24947;51876;59577;272479;706312;992,2233038;123,7028674;1465,62011;114,8783682;98,90479656;-179,5978614;474,6182719;332170,8784;2914301;-24078,47956;992,2233038;4,126081675;0,000671967;-0,03409043;9,879486686;0,001404795;10,76883715;1;9,879486686;134,5130696;0,157795705;49,91654498;30,69771892;11,05149174;97806,07816;6,80E-05;0,478338162
1045;1046;0;13794;118000;1136000;307289;1231000;623609;4158000;28667;98415;123458;283028;623609;659,1769191;133,4141174;1012,616298;92,60230177;97,26260292;-200,0325235;511,0611673;406578,6023;2550831;-28141,2372;659,1769191;4,090433268;0,000819522;-0,045126413;6,667639498;0,001057036;8,762390825;1;6,667639498;42,24965706;0,355788643;21,66152862;12,46001879;36,07131356;170152,3244;0,00012291;0,775301975
1046;1047;7289200;11338;109700;1014000;78000;3432000;610160;125235;25488;6612200;179020;312263;610160;-299,8632788;11,05818171;-1127,782837;160,8256917;93,23381592;-105;-516,1506989;491443,8257;4344980;-25798,92146;-299,8632788;7,121050216;-0,000845927;-0,042282223;0,205249443;-0,00049145;8,52720284;1;0,205249443;0,01893999;11,13022814;25,27091945;19,60674785;61,41690975;-94943,26918;-0,004121457;1,721286784
1047;1048;7288900;7473600;99000;881000;84500;2175000;835447;127451;0;6278800;940000;0;835447;-269,6539641;7,808595482;-58,20179241;186,5385442;94,29751204;231,0278394;-829,1882224;940186,5385;2200500;-277,4625595;-269,6539641;2,633919327;-0,000992508;-0,000332113;0,152554261;-0,000322766;3,249427499;1;0,152554261;0,020298624;8,640643871;3,340957447;2,403723404;64,70960606;-114378,0701;-0,006505937;3,075008466
1048;1049;7126300;169800;92600;1137097,959;94200;1247;29963000;132817;508200;6025700;5186500;200500;29963000;-6601,842692;-39,63868336;-2094,158457;166,0994842;8,114567952;362,7930765;288,7633145;5387166,099;-3953955,041;-514762,204;-6601,842692;-0,131961254;9,64E-06;-0,017179929;0,0044327;-0,000220333;-0,21259449;0;0,0044327;0,022041754;0,374201515;0,237644839;0,018402969;66,50666307;-5208,091378;0,002174144;-0,043739805
1049;1050;1467;166700;2272;1137454,589;125600;3866;29057000;140388;529378;6546200;4413100;0;29057000;-6773,476886;79,76283261;-1777,794471;44,75085234;19,35092845;63,52749448;922,5686277;4413144,751;-3146179,411;-536231,2397;-6773,476886;-0,108276127;3,18E-05;-0,01845446;0,004831469;-0,00023311;-0,188120847;0;0,004831469;0,021445724;0,377165571;0,287081777;0,029336747;2943,040493;-6768,163644;0,006571563;-0,136203112
1050;1051;2501;171900;2529;1137585,495;26122;84869;30735000;36857;541511;10735;5917500;146400;30735000;-6329,644125;80,1128683;-913,1534457;130,2567193;2,750405693;66,09375615;876,994812;6064030,257;-4668923,505;-547920,757;-6329,644125;-0,151909013;2,85E-05;-0,017827257;0,001199187;-0,000205943;-0,240567248;0;0,001199187;3,433348859;0,192882219;0,210997295;0,018756401;18,81850534;-1506,329552;0,023794525;-0,138553573
1051;1052;381;592;1814;1137074,69;18336;0;30211000;45848;369322;10750;17646000;113200;30211000;-6068,533743;6,766724177;-2828,285574;227,6565948;-185,0188673;841,7314473;1472,4633;17759427,66;-16490589,31;-375397,3005;-6068,533743;-0,545847185;4,87E-05;-0,012425848;0,001517593;-0,000200872;-0,695244002;0;0,001517593;4,264930233;0,584447718;0,065477201;0,001039102;31,20066152;-1102,843007;0,032116195;-0,242639056
1052;1053;0;373;0;1140292,576;11532;1169100;41027300;28040;22700;11354;444000;15272;41027300;-8618,420505;106,21109;-811;90,13998343;-580;-169,2821744;450,5383661;459362,14;1876924,576;-31424,6316;-8618,420505;0,045748187;1,10E-05;-0,000765944;0,000683447;-0,000210066;0,052585584;0;0,000683447;2,469614233;0,011098805;5,227307603;2,659081081;inf;-488,3934356;0,016067702;-0,052276211
1053;1054;2961000;275;6212000;1140649,981;4000;678500;41980600;0;282800;0;543000;12688;41980600;-8828,962527;-13,51906514;-440,1173915;286,1877802;-300;-6,274213673;866,4107878;555974,1878;1280149,981;-291615,4435;-8828,962527;0,030493847;2,06E-05;-0,006946433;0;-0,000210311;0,013487969;0;0;;0,012934546;3,357550609;1,256906077;0;-165,3648427;inf;-0,098132797
1054;1055;2641000;0;6558000;1140014,298;2130000;830200;43666500;5434000;274900;5564000;1032000;12494;43666500;-9263,259595;-33,17270789;-913,7499931;149,4950741;108,2416707;44,09831272;566,5115276;1044643,495;3068214,298;-284130,0869;-9263,259595;0,070264718;1,30E-05;-0,006506821;0,124443223;-0,000212137;0,137317113;0;0,124443223;0,976635514;0,151054012;3,97307587;2,868410853;1,677035682;-83928,33991;0,000104253;-0,061156823
1055;1056;2268000;7738000;6533000;1141562,058;2067000;1277500;41977100;5801000;245600;5659000;401000;7200;41977100;-8874,699965;-20,31848567;175;176,0675343;130,7096552;264;-89,51160316;408376,0675;4085062,058;-254454,3815;-8874,699965;0,097316443;-2,13E-06;-0,006061743;0,138194396;-0,000211418;0,179478215;0;0,138194396;1,025092773;0,144364427;11,18718718;8,340399002;1,754171131;-85011,88806;-1,54E-05;0,010086155
1056;1057;1647000;8731000;6973000;1159009,19;2079000;83966;113937000;6007000;1659;6870000;65888;1928000;113937000;-24918,23469;-62,91695288;-2992,797838;144,7838291;131,7882932;-60,48849233;483,4076444;1994032,784;3256087,19;-26514,31773;-24918,23469;0,028577961;4,24E-06;-0,00023271;0,052722118;-0,000218702;0,064946119;0;0,052722118;0,874381368;0,060874764;50,41851611;32,82792011;1,846694393;-30452,99996;8,05E-05;-0,019399755
1057;1058;23;8718000;9671;1159358,988;941000;120372;115198000;4213000;956;5691000;159227;1817000;115198000;-25167,2576;45,07748599;-3237,835791;8,102665924;93,57865631;-216,5728508;107,4901445;1976235,103;2061503,988;-26168,33509;-25167,2576;0,017895311;9,33E-07;-0,00022716;0,036571815;-0,00021847;0,042450672;0;0,036571815;0,740291689;0,050784102;13,94694987;6,665779045;1024,092648;-13647,29544;2,55E-05;-0,004271031
1058;1059;27;7642000;3475;1159644,982;23241;202550;114409000;303527;586;740511;29794;1824000;114409000;-24851,70572;59,731675;-2947,727345;90,45377353;100,9951889;-253,6080257;274,7468147;1853884,454;1355641,982;-25497,4374;-24851,70572;0,011849085;2,40E-06;-0,000222862;0,002652999;-0,000217218;0,014861401;0;0,002652999;0,409888577;0,006732906;46,50050286;7,578405048;300,4425899;-341,3433707;0,000905181;-0,011055451
1059;1060;18;10343;1129;1156697,581;17309;0;110095000;291728;0;755084;0;941000;110095000;-23838,87886;57,64980799;-3349,729126;55,49738797;89,00128665;-230,990294;723,4649258;941055,4974;1174006,581;-23896,52867;-23838,87886;0,010663578;6,57E-06;-0,000217054;0,002649784;-0,00021653;0,013462556;0;0,002649784;0,386351717;0,006858477;inf;inf;927,2028344;-265,0202234;0,00247993;-0,03034811
1060;1061;8;12148;1566;1129518,438;40642;10352;851481;285036;8520000;893582;49283;4946;851481;43,31716924;130,750624;6601,269784;105,4071753;87,7282763;-1065,379068;-981,3131279;54334,40718;1131229,438;-8520087,433;43,31716924;1,328543371;-0,001152478;-10,00619795;0,334753212;5,09E-05;-31,22691185;0;0,334753212;0,318981358;1,107323593;23,95374548;1,034717854;752,6296296;342458,4353;-0,003442769;-22,65413796
1061;1062;1181000;11787;260000;1129566,148;42308;23448;1296693;309296;8594000;1675950;100881;4699;1296693;-100,5973047;106,8040998;6472,319385;121,972311;87,22074864;-1009,68232;-1074,53009;105701,9723;1094441,148;-8594207,401;-100,5973047;0,844024875;-0,00082867;-6,627788845;0,238526775;-7,76E-05;-20,71699499;0;0,238526775;0,184549658;1,370278856;11,84883326;0,651817488;7,635561538;-153507,2938;-0,003474116;10,68149981
1062;1063;1259000;11718;276000;1128954,512;1115000;35144;1256289;2420000;9487000;2250000;167670;22302;1256289;83,2858766;100,4254964;7237,837421;76,04999181;84,8554089;-1114,038258;-1486,907295;190048,05;2111428,512;-9487017,14;83,2858766;1,680686938;-0,001183571;-7,551620001;1,926308357;6,63E-05;-21,74932737;0;1,926308357;1,075555556;1,924453689;13,59276264;6,859569392;16,92028986;4886482,758;-0,000614425;-17,85305451
1063;1064;1475000;2464000;293000;1129897,972;1247000;66410;1605299;1865000;8614000;2246000;0;22617;1605299;-54,96993916;99,82818838;6819,358885;78,20399735;93,43521251;-1055,589462;-1545,862319;22695,204;2443307,972;-8614154,798;-54,96993916;1,52202672;-0,000962975;-5,366074979;1,161777339;-3,42E-05;-15,18593137;0;1,161777339;0,830365093;1,399116302;inf;inf;14,03071672;-8280071,016;-0,000828881;28,12195798
1064;1065;1433000;2627000;266000;1130616,023;1204000;99500;679832;2299000;763000;2377000;138100;965000;679832;102,1660282;110,9018342;841,9716289;54,68769527;101,5041012;-279,8315151;309,2180237;1103154,688;2296016,023;-763008,7358;102,1660282;3,37732855;0,000454845;-1,122348957;3,381717836;0,000150281;2,378860469;1;3,381717836;0,967185528;3,699590487;17,62574962;9,438812455;17,57894737;4301429,817;0,000134501;3,026622735
1065;1066;1739;3026000;47;1132669,464;1131000;107842;754861;-5418000;762000;2663000;106021;1037000;754861;-977,3230641;148,2177494;-355,1572124;17,22721025;-338;-309,7811578;477,4780313;1143038,227;2265490,464;-763125,5408;-977,3230641;3,00120216;0,000632538;-1,010948427;-7,177480357;-0,001294706;-4,041584586;0;-7,177480357;-2,034547503;3,668252831;22,3683182;11,68487375;-58617,02128;-422393,5924;-8,81E-05;-0,488557007
1066;1067;1572;2828000;54;1127269,83;449;136214;806927;16718400;818000;20381;16317;905000;806927;2137,837634;119,9649457;3719,151535;127,8787208;-224;-388,097477;476,5591166;921444,8787;1247615,83;-815982,1273;2137,837634;1,546132215;0,000590585;-1,011221743;20,7186028;0,002649357;10,95296476;1;20,7186028;820,2934105;0,045478711;77,46110377;8,375497947;309977,4259;76,65923612;2,85E-05;0,222916422
1067;1068;1417;171;67;1126196,833;236;219215;865068;18207400;913000;17535;142625;987000;865068;2304,865843;116,4379485;3614,52071;121,4457562;295;-361,6134083;662,9623617;1129746,446;1203022,833;-910811,5721;2304,865843;1,390668517;0,00076637;-1,052878585;21,04736275;0,002664375;10,82645783;1;21,04736275;1038,346165;0,185141515;9,434866489;1,538657318;272013,9552;37,37310796;3,64E-05;0,287635987
1068;1069;0;153;0;1126026,595;197;241900;1418512;19324400;1288080,348;22546;736600;15483;1418512;2420,263213;106,302206;4353,205753;126,0746258;72,74271427;-386,4853445;395,2104642;752209,0746;631523,595;-1285766,387;2420,263213;0,445201447;0,000278609;-0,906419112;13,62300777;0,001706199;5,718959581;1;13,62300777;857,1099086;0,535170658;1,857349437;0,328668205;inf;29,70957853;2,05E-05;0,163292349
1069;1070;118;2172;599;1126145,442;0;105000;1600614;19004600;1288010,628;0;543100;15036;1600614;2339,729005;107,9011431;4341,935964;122,7918972;76,04914218;-407,8790897;418,9288718;558258,7919;688045,442;-1285778,8;2339,729005;0,429863441;0,00026173;-0,803303482;11,87331861;0,00146177;4,990753998;1;11,87331861;inf;0,339307291;2,266885365;0,193334561;31727,21202;0;2,20E-05;0,179050168
1070;1071;188;0;603;1127518,602;7217;53300;1759113;13351000;1288702,829;0;716900;15003;1759113;1600,350911;114,908799;3440,399778;114,8158995;77,51526453;-385,4376926;472,9798645;732017,8159;471135,6021;-1287217,387;1600,350911;0,267825661;0,000268874;-0,731742297;7,589620451;0,000909749;2,461699657;1;7,589620451;inf;0,407534934;1,657184547;0,084414842;22140,96186;1646,017122;3,54E-05;0,295547596
1071;1072;174;1268;619;1128432,611;8169;1214000;1751000;9719000;1289230,86;0;763800;0;1751000;1161,875683;119,5527429;2799,459006;121,3772198;79,89744175;-294,7731296;227,5369048;763921,3772;1586801,611;-1288188,537;1161,875683;0,906225934;0,000129947;-0,735687343;5,550542547;0,00066355;1,990873894;1;5,550542547;inf;0,436207881;3,07750931;1,600116523;15701,13086;2566,26853;2,34E-05;0,195835844
1072;1073;0;973;0;1133939,69;6323;17598;21222200;5990000;1281279,554;0;14242;359;21222200;-3570,097904;114,7980201;1799,090172;93,12376278;92,33233689;-411,9751011;442,8555618;14694,12376;1143618,69;-1284964,45;-3570,097904;0,053887848;2,09E-05;-0,060548126;0,282251604;-0,000168225;0,034068553;0;0,282251604;inf;0,00067109;81,29902328;1,679609605;inf;-646,4514593;7,39E-05;-0,124045775
1073;1074;2302000;2873;170000;1134153,36;0;14175;23254300;6456000;1280402,039;2242;11167;375;23254300;-3856,696102;73,62670036;1758,917969;131,8785345;92,74535926;-330,1570078;222,4313298;11673,87853;1137161,36;-1284332,362;-3856,696102;0,048901122;9,57E-06;-0,055229887;0,277626073;-0,000165849;0,042845906;0;0,277626073;2879,571811;0,000576625;102,8323059;1,269365094;37,98965882;0;3,45E-05;-0,057674062
1074;1075;3053000;0;517000;1136156,633;403000;7111;25587900;229494;1280204,591;0;2987;378;25587900;-5124,315715;64,95451878;692,6263823;123,2479207;99,96381349;-294,5701718;135,6222021;3488,247921;1543280,633;-1285393,861;-5124,315715;0,060312907;5,30E-06;-0,050234441;0,008968849;-0,000200263;-0,088209702;0;0,008968849;inf;0,000116735;517,6657626;137,2986274;0,443895551;-28705,29612;0,000590962;-0,026466402
1075;1076;3049000;662000;603000;1136307,618;617000;9000;25088000;266258;1280150,872;2768000;3400;0;25088000;-5361,340494;60,1663242;267,2151967;89,9040953;98,6752492;-259,6620731;110,8393084;3489,904095;1758907,618;-1285572,379;-5361,340494;0,070109519;4,42E-06;-0,051242521;0,010612962;-0,000213701;-0,078808637;0;0,010612962;0,096191474;0,110467156;518,3257701;184,1176471;5,031936982;-42005,353;0,000416285;-0,020673805
1076;1077;2667000;1183000;374000;1133943,397;649000;1543000;14361000;258673;1284724,455;2760000;237000;398000;14361000;-3053,805061;77,25021586;362,021527;800;96,38777445;-153,849317;-152,8718647;635800;3088943,397;-1287855,511;-3053,805061;0,2150925;-1,06E-05;-0,089677286;0,018012186;-0,000212646;-0,027244282;0;0,018012186;0,093722101;0,208690203;14,03351644;9,248945148;8,071318182;-77570,43925;-0,000590985;0,050059471
1077;1078;34527;632000;13154;1133674,155;534000;1761000;13246000;478237;1285157,046;3281000;484000;627000;13246000;-2971,628499;122,5495524;175,0244279;55,94318064;88,85218086;-198,6225947;160,461735;1111055,943;2944674,155;-1288251,224;-2971,628499;0,22230667;1,21E-05;-0,097255868;0,036104258;-0,000224342;-0,032721186;0;0,036104258;0,145759525;0,284236751;7,08403751;4,741735537;285,7866048;-65590,29841;0,000335528;-0,053997912
1078;1079;47601;242000;13696;1133612,896;118378;1686000;13410000;362149;1285210,916;2788000;619000;669000;13410000;-2955,60525;122,3314258;193,2169912;78,92233505;85,90704379;-185,1519259;295,7203202;1288078,922;2318990,896;-1288288,853;-2955,60525;0,17292997;2,21E-05;-0,096069266;0,027005891;-0,000220403;-0,093498608;0;0,027005891;0,129895624;0,254064131;4,746350398;2,914988691;230,005038;-14618,99217;0,000816571;-0,100054065
1079;1080;55885;29093;14386;1133286,338;125065;804000;13008000;409448;1285688,402;60474;1426000;532000;13008000;-2507,987988;121,3046834;688,5120083;103,5702962;75,52371081;-239,2316214;463,4931644;1958103,57;636351,3376;-1288317,695;-2507,987988;0,048919998;3,56E-05;-0,099040413;0,03147663;-0,000192804;-0,249386307;0;0,03147663;6,770645236;0,114273831;1,446249185;0,651518233;32,66523008;-18201,33319;0,001131995;-0,184806772
1080;1081;60882;33326;13082;1130407,954;150262;102435;923028;454032;1290640,959;97559;244000;52351;923028;150,3802553;136,1719693;1505,20987;85,93953587;95,22023817;-378,9853877;497,8267263;296436,9395;1139104,954;-1290626,75;150,3802553;1,234095774;0,000539341;-1,398253087;0,49189407;0,000162921;-2,837265819;0;0,49189407;4,653922242;0,370041862;5,668462925;1,035643443;42,16411864;364712,973;0,001096457;3,310452727
1081;1082;0;55210;24;1130425,731;140223;25673;1024576;507645;1290580,12;79053;201000;55471;1024576;133,4309106;137,4776771;1528,563037;84,37750726;95,80115698;-389,5476502;518,3874203;256555,3775;1095321,731;-1290584,167;133,4309106;1,069048788;0,000505953;-1,25962756;0,495468369;0,00013023;-2,575792817;0;0,495468369;6,421577929;0,273335507;6,449361844;0,825353234;24445,75;383579,7476;0,001021161;3,885062449
1082;1083;65;83868;212;1130464,822;30;16721;1173407;467281;1290595,402;133904;661000;79594;1173407;94,91670016;134,5228348;1440,657462;94,11278641;88,17740309;-354,4224309;573,9105098;740688,1128;486215,8225;-1290635,008;94,91670016;0,41436247;0,000489098;-1,099903962;0,39822585;8,09E-05;-2,892746974;0;0,39822585;3,489671705;0,677432468;1,735576131;0,025341906;2835,778302;115,364314;0,001228191;6,046465045
1083;1084;115;8980;130;1130495,623;3;37472;1356600;492782;1290447,054;5781;134000;85282;1356600;67,3436914;137,8609091;1530,926165;90,90267118;-133;-388,7385547;548,7523668;219372,9027;1033970,623;-1290517,572;67,3436914;0,762177962;0,000404506;-0,9512882;0,363247825;4,96E-05;-2,00607286;0;0,363247825;85,24165369;0,103037741;8,716198677;0,279664179;3835,1;16,25987494;0,00111358;8,148534115
1084;1085;70;8731;0;1132260,645;360;1438000;8592800;520514;1287553,211;4892;932422,6729;4931;8592800;-1475,540707;126,4849838;1118,222119;110,0082388;83,52099524;-243,1839409;226,5424039;937463,6811;1638197,972;-1289155,237;-1475,540707;0,190647748;2,64E-05;-0,150027376;0,060575598;-0,000171718;-0,230102492;0;0,060575598;106,401063;0,109081402;2,75692636;1,542605132;inf;-89,05210094;0,000435228;-0,153531789
1085;1086;0;9535;125000;1132131,768;0;1441000;8027100;532000;1287790,077;18518;929104,3167;7546;8027100;-1355,305776;125,4971409;1140,223391;-18;-570;-240,7710882;241,0963621;936632,3167;1644027,452;-1289270,88;-1355,305776;0,204809639;3,00E-05;-0,160614777;0,066275492;-0,000168841;-0,244618696;0;0,066275492;28,72880441;0,118052885;2,769475636;1,550956092;4,404144;0;0,000453189;-0,177890751
1086;1087;2676000;0;377000;1131517,304;641000;1407000;9087900;3398200;1286970,187;0;884322,382;5326;9087900;-1124,965614;75,04830675;1460,783162;133,3610008;85,30804327;33;-148,8757977;889781,743;2295194,922;-1288170,201;-1124,965614;0,252555037;-1,64E-05;-0,14174564;0,373925769;-0,000123787;0,059514173;0;0,373925769;inf;0,097307671;3,595427831;2,315897507;9,013793103;-207975,2457;-4,38E-05;0,132338087
1087;1088;3361000;6793000;403000;1133302,443;628000;1587000;8950000;3667900;1286138,032;5271000;917473,6322;0;8950000;-1682,475368;56,60347655;1317,303012;120,0272269;89,6855944;-106,835737;-653,3235496;917593,6595;2430828,811;-1287877,111;-1682,475368;0,271600984;-7,30E-05;-0,143896884;0,409821229;-0,000187986;0,09666402;0;0,409821229;0,695864162;0,691449568;3,649480841;2,414238319;22,1808933;-136239,736;-0,000178119;0,388310915
1088;1089;3114000;7272000;682000;1131514,622;609000;38789;1418313;4028800;1289116,242;5909000;942814,8536;422000;1418313;-145,202938;63,81491212;1497,745506;107,801696;90,88598207;-196,7413351;-155,0382078;1364922,655;836488,7684;-1289325,26;-145,202938;0,589777269;-0,000109312;-0,909055519;2,840557761;-0,000102377;-0,588071246;0;2,840557761;0,681807412;4,830961046;1,887224851;0,687079756;14,57155425;-1530857,455;-3,85E-05;1,067734648
1089;1090;2648000;7930000;374000;1131712,178;572000;11560;1661581;4195000;1288917,128;6011000;963024,3142;590000;1661581;-219,0451263;74,95997942;1505,163876;97,1762809;89,70500909;-217,2998537;-139,7996228;1553121,491;752247,8642;-1289211,133;-219,0451263;0,452730179;-8,41E-05;-0,775894244;2,524703881;-0,000131829;-0,502602081;0;2,524703881;0,697887207;4,197221992;1,781130708;0,605966009;27,28877005;-953136,9337;-3,33E-05;0,638222932
